         4152454 function calls (4091041 primitive calls) in 5.373 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10    0.000    0.000    0.000    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
        2    0.000    0.000    0.033    0.016 array.py:1(<module>)
      234    0.000    0.000    0.000    0.000 mark_tokens.py:181(visit_if)
       76    0.000    0.000    0.001    0.000 _docscrape.py:553(dedent_lines)
       30    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
       73    0.000    0.000    0.000    0.000 os.py:754(encode)
       30    0.000    0.000    0.000    0.000 managers.py:1934(from_array)
        1    0.000    0.000    0.000    0.000 apply.py:1190(GroupByApply)
        1    0.000    0.000    0.000    0.000 dtypes.py:628(DatetimeTZDtype)
       46    0.000    0.000    0.000    0.000 blocks.py:2186(check_ndim)
      369    0.000    0.000    0.000    0.000 _pytree.py:116(<listcomp>)
    21/18    0.000    0.000    0.358    0.020 __init__.py:198(__getattr__)
       79    0.000    0.000    0.001    0.000 config.py:773(inner)
        4    0.000    0.000    0.000    0.000 signal.py:70(<genexpr>)
       27    0.000    0.000    0.000    0.000 _hook_iterator.py:102(hook_iterator)
      113    0.000    0.000    0.000    0.000 scanner.py:135(get_token)
        1    0.000    0.000    0.000    0.000 activation.py:649(GELU)
       55    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      130    0.000    0.000    0.000    0.000 scanner.py:1416(scan_line_break)
      245    0.000    0.000    0.000    0.000 executing.py:563(<genexpr>)
       36    0.000    0.000    0.000    0.000 docstrings.py:7(make_flex_doc)
       15    0.000    0.000    0.000    0.000 utils.py:430(check_array_indexer)
      194    0.000    0.000    0.000    0.000 _ufunc_config.py:426(__init__)
       38    0.000    0.000    0.000    0.000 executing.py:155(only)
       22    0.000    0.000    0.000    0.000 getlimits.py:685(__init__)
       20    0.000    0.000    0.010    0.000 _jit_internal.py:861(_overload)
        3    0.000    0.000    0.006    0.002 graph.py:1(<module>)
       11    0.000    0.000    0.001    0.000 series.py:966(__getitem__)
        1    0.000    0.000    0.000    0.000 frequencies.py:1(<module>)
        1    0.000    0.000    0.011    0.011 series.py:1(<module>)
        2    0.000    0.000    0.011    0.005 _base.py:1(<module>)
      177    0.000    0.000    0.000    0.000 common.py:151(cast_scalar_indexer)
       11    0.000    0.000    0.106    0.010 construction.py:100(arrays_to_mgr)
      120    0.000    0.000    0.000    0.000 expr.py:181(<genexpr>)
        1    0.000    0.000    0.005    0.005 resource_tracker.py:153(_send)
      155    0.000    0.000    0.000    0.000 {built-in method torch._C.get}
      105    0.000    0.000    0.000    0.000 managers.py:2058(dtype)
      162    0.000    0.000    0.000    0.000 generic.py:550(_get_axis_number)
      116    0.000    0.000    0.000    0.000 sre_parse.py:1066(expand_template)
       52    0.000    0.000    0.000    0.000 accessor.py:118(_forbid_nonstring_types)
        4    0.000    0.000    0.000    0.000 polynomial.py:1227(__init__)
       26    0.000    0.000    0.000    0.000 {built-in method torch._C.call_stack}
        6    0.000    0.000    0.000    0.000 profiler_util.py:346(_attr_formatter)
        1    0.000    0.000    0.001    0.001 defchararray.py:1(<module>)
       16    0.000    0.000    0.001    0.000 _docscrape.py:349(_parse_summary)
        1    0.000    0.000    0.006    0.006 groupby.py:1(<module>)
        5    0.000    0.000    0.002    0.000 generic.py:1043(_rename)
        5    0.000    0.000    0.026    0.005 generic.py:4475(drop)
        2    0.000    0.000    0.001    0.001 _pytree.py:1(<module>)
        2    0.000    0.000    0.005    0.003 format.py:1(<module>)
        1    0.000    0.000    0.000    0.000 categorical.py:255(Categorical)
       83    0.000    0.000    0.000    0.000 return_types.py:9(pytree_register_structseq)
        2    0.000    0.000    0.001    0.000 construction.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pyio.py:1970(TextIOWrapper)
        1    0.000    0.000    0.001    0.001 loader.py:33(__init__)
       12    0.000    0.000    0.003    0.000 library.py:32(__init__)
        1    0.000    0.000    0.001    0.001 rolling.py:1807(Rolling)
        1    0.000    0.000    0.002    0.002 binary.py:3(<module>)
        3    0.000    0.000    0.000    0.000 shutil.py:1349(get_terminal_size)
       30    0.000    0.000    0.000    0.000 symbolic_opset9.py:290(_apply_params)
       25    0.000    0.000    0.000    0.000 base.py:742(__iter__)
       25    0.000    0.000    0.000    0.000 managers.py:1061(from_blocks)
       11    0.000    0.000    0.001    0.000 indexing.py:1059(__getitem__)
        1    0.000    0.000    0.011    0.011 nanops.py:1(<module>)
        1    0.000    0.000    0.001    0.001 interval.py:180(IntervalArray)
        1    0.000    0.000    0.001    0.001 _builtins.py:1(<module>)
       51    0.000    0.000    0.000    0.000 decompositions.py:36(type_casts)
      169    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.003    0.003 _type_aliases.py:1(<module>)
        1    0.000    0.000    0.149    0.149 _minimize.py:1(<module>)
        1    0.000    0.000    0.011    0.011 glob.py:11(glob)
        3    0.000    0.000    0.010    0.003 concat.py:1(<module>)
       62    0.000    0.000    0.000    0.000 wrappers.py:285(BackwardsNotSupported)
       50    0.000    0.000    0.000    0.000 scanner.py:295(save_possible_simple_key)
      168    0.000    0.000    0.000    0.000 inspect.py:81(ismethod)
        1    0.000    0.000    0.020    0.020 symbolic_helper.py:1(<module>)
        1    0.000    0.000    0.012    0.012 linalg.py:1(<module>)
      202    0.000    0.000    0.000    0.000 typing.py:574(__hash__)
      180    0.000    0.000    0.000    0.000 common.py:1744(<genexpr>)
       10    0.000    0.000    0.000    0.000 managers.py:616(copy)
        1    0.000    0.000    0.001    0.001 _ops.py:3(<module>)
       33    0.000    0.000    0.000    0.000 inference.py:266(is_dict_like)
      538    0.000    0.000    0.000    0.000 typing.py:509(<genexpr>)
      137    0.000    0.000    0.001    0.000 mark_tokens.py:235(visit_subscript)
      642    0.000    0.000    0.000    0.000 _beartype.py:34(_no_op_decorator)
        6    0.000    0.000    0.000    0.000 typing.py:1937(__new__)
       16    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
      101    0.000    0.000    0.000    0.000 managers.py:172(blknos)
       20    0.000    0.000    0.001    0.000 arraysetops.py:138(unique)
        1    0.000    0.000    0.009    0.009 utils.py:1243(check_support_sve)
      118    0.000    0.000    0.000    0.000 reader.py:94(prefix)
       10    0.000    0.000    0.000    0.000 nanops.py:83(_f)
       30    0.000    0.000    0.024    0.001 take.py:57(take_nd)
       24    0.000    0.000    0.000    0.000 dtypes.py:66(_add_dtype_helper)
        4    0.000    0.000    0.000    0.000 _pyio.py:1484(__init__)
      158    0.000    0.000    0.000    0.000 sre_compile.py:619(isstring)
        1    0.000    0.000    0.003    0.003 nvfuser_prims.py:8(<module>)
       17    0.000    0.000    0.000    0.000 scanner.py:545(fetch_value)
       54    0.000    0.000    0.000    0.000 resolver.py:143(resolve)
      165    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_scalar}
       10    0.000    0.000    0.000    0.000 std.py:101(acquire)
      176    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
        5    0.000    0.000    0.001    0.000 concat.py:565(get_result)
      224    0.000    0.000    0.000    0.000 common.py:156(<lambda>)
        1    0.000    0.000    0.001    0.001 unary.py:167(<dictcomp>)
       24    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:71(add_newdoc_for_scalar_type)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3979(random_correlation_frozen)
        1    0.000    0.000    0.874    0.874 ultratb.py:929(format_exception_as_a_whole)
        6    0.000    0.000    0.016    0.003 executing.py:682(get_original_clean_instructions)
       28    0.000    0.000    0.001    0.000 _backend.py:174(generate_multimethod)
        1    0.000    0.000    0.000    0.000 symbolic_opset8.py:1(<module>)
        2    0.000    0.000    0.013    0.007 indexing.py:1(<module>)
       34    0.000    0.000    0.000    0.000 enum.py:81(__init__)
       11    0.000    0.000    0.001    0.000 decorator.py:177(create)
       14    0.000    0.000    0.000    0.000 extension.py:128(wrapper)
      159    0.000    0.000    0.000    0.000 style.py:162(__iter__)
        2    0.000    0.000    0.000    0.000 function.py:1(<module>)
       86    0.000    0.000    0.000    0.000 series.py:1267(_set_as_cached)
        1    0.000    0.000    0.000    0.000 function_base.py:24(linspace)
       36    0.000    0.000    0.000    0.000 constraints.py:170(__init__)
        2    0.000    0.000    0.000    0.000 textwrap.py:233(_wrap_chunks)
        6    0.000    0.000    0.000    0.000 argparse.py:1310(__init__)
        2    0.000    0.000    0.000    0.000 period.py:1(<module>)
        1    0.000    0.000    0.037    0.037 _jit_internal.py:1(<module>)
       55    0.000    0.000    0.000    0.000 managers.py:228(set_axis)
        1    0.000    0.000    0.000    0.000 reader.py:59(__init__)
        9    0.000    0.000    0.000    0.000 accessor.py:58(_add_delegate_accessors)
       15    0.000    0.000    0.001    0.000 indexing.py:672(_get_setitem_indexer)
      241    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        5    0.000    0.000    0.000    0.000 base.py:6804(delete)
        1    0.000    0.000    0.004    0.004 frontend.py:1(<module>)
       31    0.000    0.000    0.000    0.000 generic.py:5973(_consolidate_inplace)
      161    0.000    0.000    0.000    0.000 _decorators.py:501(__init__)
        2    0.000    0.000    0.000    0.000 {function Random.seed at 0x7fde18707430}
       88    0.000    0.000    0.000    0.000 dataclasses.py:949(<listcomp>)
       32    0.000    0.000    0.001    0.000 parser.py:476(parse_flow_sequence_entry)
       91    0.000    0.000    0.000    0.000 common.py:501(is_categorical_dtype)
        1    0.000    0.000    0.139    0.139 minimize_trustregion_constr.py:1(<module>)
       72    0.000    0.000    0.000    0.000 common.py:790(is_unsigned_integer_dtype)
      200    0.000    0.000    0.000    0.000 _ops.py:381(__hash__)
        3    0.000    0.000    0.000    0.000 timedeltas.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _signaltools.py:4(<module>)
        1    0.000    0.000    0.002    0.002 _qmc.py:1(<module>)
        2    0.000    0.000    0.003    0.002 shape_base.py:1(<module>)
      159    0.000    0.000    0.001    0.000 fromnumeric.py:588(transpose)
       21    0.000    0.000    0.000    0.000 range.py:173(_simple_new)
       15    0.000    0.000    0.000    0.000 indexing.py:2522(check_bool_indexer)
       75    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        5    0.000    0.000    0.002    0.000 core.py:683(lines)
      147    0.000    0.000    0.000    0.000 base.py:870(_reset_identity)
       16    0.000    0.000    0.000    0.000 arraypad.py:129(_set_pad_area)
        1    0.000    0.000    0.002    0.002 _array_like.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _json.py:1(<module>)
        5    0.000    0.000    0.000    0.000 core.py:583(<listcomp>)
        1    0.000    0.000    0.001    0.001 stata.py:1(<module>)
       10    0.000    0.000    0.000    0.000 base.py:1168(take)
       25    0.000    0.000    0.000    0.000 typing.py:1848(<dictcomp>)
       17    0.000    0.000    0.000    0.000 getlimits.py:484(__new__)
        5    0.000    0.000    0.000    0.000 base.py:1752(_validate_names)
        5    0.000    0.000    0.003    0.001 output_manager.py:21(update_output_list)
        2    0.000    0.000    0.006    0.003 __init__.py:9(<module>)
      145    0.000    0.000    0.000    0.000 asttokens.py:194(<genexpr>)
       55    0.000    0.000    0.000    0.000 base.py:58(_validate_set_axis)
       26    0.000    0.000    0.000    0.000 fromnumeric.py:3269(round)
      158    0.000    0.000    0.000    0.000 terminal256.py:35(__init__)
      224    0.000    0.000    0.000    0.000 common.py:151(classes_and_not_datetimelike)
        1    0.000    0.000    0.000    0.000 {method 'accumulate' of 'numpy.ufunc' objects}
       30    0.000    0.000    0.000    0.000 functools.py:517(decorating_function)
        8    0.000    0.000    0.003    0.000 dataclasses.py:1170(make_dataclass)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:371(<dictcomp>)
       88    0.000    0.000    0.000    0.000 dataclasses.py:943(<listcomp>)
       20    0.000    0.000    0.000    0.000 {method 'flatten' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.002    0.002 _dtype_like.py:1(<module>)
       26    0.000    0.000    0.000    0.000 core.py:6855(getdoc)
       25    0.000    0.000    0.000    0.000 dtypes.py:1247(is_dtype)
        1    0.000    0.000    0.000    0.000 preprocessing.py:72(z_score_rejection)
        1    0.000    0.000    0.001    0.001 blocks.py:1(<module>)
      106    0.000    0.000    0.000    0.000 mark_tokens.py:262(visit_tuple)
       14    0.000    0.000    0.009    0.001 traceback.py:200(extract_stack)
        2    0.000    0.000    0.003    0.001 distributed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _data.py:1(<module>)
       20    0.000    0.000    0.001    0.000 cast.py:1673(construct_1d_arraylike_from_scalar)
      219    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       20    0.000    0.000    0.000    0.000 base.py:2752(_is_all_dates)
      328    0.000    0.000    0.000    0.000 generic.py:353(flags)
       16    0.000    0.000    0.000    0.000 _docscrape.py:477(_str_see_also)
        1    0.000    0.000    0.000    0.000 merge.py:1(<module>)
        1    0.000    0.000    0.005    0.005 __init__.py:74(load)
      333    0.000    0.000    0.000    0.000 typing.py:1617(overload)
      128    0.000    0.000    0.000    0.000 sre_compile.py:81(_combine_flags)
        6    0.000    0.000    0.001    0.000 genericpath.py:27(isfile)
        1    0.000    0.000    0.006    0.006 package_exporter.py:1(<module>)
       46    0.000    0.000    0.000    0.000 managers.py:1854(_consolidate_check)
