         4152454 function calls (4091041 primitive calls) in 5.373 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       17    0.000    0.000    0.000    0.000 scanner.py:721(check_value)
        2    0.000    0.000    0.000    0.000 argparse.py:1938(consume_optional)
       14    0.000    0.000    0.000    0.000 blocks.py:213(mgr_locs)
        1    0.000    0.000    0.000    0.000 clip_grad.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.cpu_count}
        1    0.000    0.000    0.000    0.000 hooks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _freeze.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _max_len_seq.py:4(<module>)
        1    0.000    0.000    0.002    0.002 rnn.py:312(RNN)
        5    0.000    0.000    0.001    0.000 concat.py:708(_concat_indexes)
        4    0.000    0.000    0.000    0.000 cast.py:1589(find_common_type)
        4    0.000    0.000    0.000    0.000 _infra.py:44(from_sarif)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:658(_code_to_timestamp_pyc)
        1    0.000    0.000    0.000    0.000 _coo.py:22(coo_matrix)
        5    0.000    0.000    0.000    0.000 _weakrefset.py:17(__init__)
       15    0.000    0.000    0.000    0.000 cast.py:1931(np_can_hold_element)
        2    0.000    0.000    0.000    0.000 linear_relu.py:5(LinearReLU)
        1    0.000    0.000    0.001    0.001 constructor.py:171(SafeConstructor)
        1    0.000    0.000    0.000    0.000 _pyxlsb.py:2(<module>)
        7    0.000    0.000    0.610    0.087 core.py:554(mapper)
       70    0.000    0.000    0.000    0.000 _jit_internal.py:1071(__getitem__)
       79    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        9    0.000    0.000    0.000    0.000 inspect.py:1548(currentframe)
        8    0.000    0.000    0.000    0.000 types.py:79(resolve_bases)
        2    0.000    0.000    0.000    0.000 typing.py:936(__repr__)
        1    0.000    0.000    0.000    0.000 _tensor_str.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transformer.py:558(TransformerDecoderLayer)
        1    0.000    0.000    0.000    0.000 _globals.py:24(__init__)
        1    0.000    0.000    0.000    0.000 _directory_reader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pixelshuffle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _artifact.py:19(Artifact)
        1    0.000    0.000    0.006    0.006 _thread_flow_location.py:4(<module>)
       18    0.000    0.000    0.000    0.000 utils.py:15(truncate)
        1    0.000    0.000    0.000    0.000 _node.py:4(<module>)
        1    0.000    0.000    0.000    0.000 signal_handling.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.lseek}
        1    0.000    0.000    0.000    0.000 info.py:856(TableBuilderVerboseMixin)
        3    0.000    0.000    0.000    0.000 typing.py:1890(NamedTuple)
        6    0.000    0.000    0.000    0.000 pathlib.py:715(_from_parsed_parts)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
        1    0.000    0.000    0.000    0.000 clipboards.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transformed_distribution.py:11(TransformedDistribution)
        1    0.000    0.000    0.000    0.000 tokens.py:33(__init__)
        1    0.000    0.000    0.000    0.000 _xlwt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:523(BaseExcelReader)
        1    0.000    0.000    0.000    0.000 _tester.py:1(<module>)
       15    0.000    0.000    0.000    0.000 _jit_internal.py:742(_copy_to_script_wrapper)
        1    0.000    0.000    0.000    0.000 combinatorics.py:14(ShufflerIterDataPipe)
        1    0.000    0.000    0.000    0.000 _trustregion_dogleg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
       29    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        9    0.000    0.000    0.000    0.000 overrides.py:23(set_array_function_like_doc)
        2    0.000    0.000    0.000    0.000 plistlib.py:228(end_dict)
        1    0.000    0.000    0.000    0.000 highlevel.py:7(<module>)
        1    0.000    0.000    0.000    0.000 merge.py:605(_MergeOperation)
        1    0.000    0.000    0.000    0.000 types.py:39(Storage)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:437(alpha_gen)
        4    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 _elffile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:786(manager_path)
        1    0.000    0.000    0.000    0.000 tz.py:458(__init__)
        1    0.000    0.000    0.000    0.000 dtypes.py:823(PeriodDtype)
        1    0.000    0.000    0.000    0.000 lazy.py:172(<listcomp>)
       10    0.000    0.000    0.000    0.000 std.py:112(__exit__)
        1    0.000    0.000    0.000    0.000 base.py:183(SelectionMixin)
        1    0.000    0.000    0.003    0.003 _tool_component.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _shims.py:8(<module>)
       19    0.000    0.000    0.000    0.000 representer.py:65(add_representer)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:103(FullHessianUpdateStrategy)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        5    0.000    0.000    0.000    0.000 core.py:589(filename)
        5    0.000    0.000    0.000    0.000 executing.py:430(code_qualname)
        1    0.000    0.000    0.000    0.000 flatten.py:1(<module>)
       25    0.000    0.000    0.000    0.000 symbolic_helper.py:634(_block_list_in_opset)
        8    0.000    0.000    0.000    0.000 api.py:316(<genexpr>)
        1    0.000    0.000    0.000    0.000 path_random.py:30(RandomOptimizer)
        1    0.000    0.000    0.000    0.000 _serialization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _bsr.py:22(bsr_matrix)
        2    0.000    0.000    0.000    0.000 argparse.py:2419(_get_values)
        1    0.000    0.000    0.000    0.000 bvls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interpolation.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _package_unpickler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fuser.py:1(<module>)
       21    0.000    0.000    0.000    0.000 constructor.py:402(construct_yaml_str)
        1    0.000    0.000    0.000    0.000 utils.py:2502(_get_glibc_version)
        1    0.000    0.000    0.000    0.000 pathlib.py:1209(resolve)
        1    0.000    0.000    0.001    0.001 tz.py:1590(nocache)
        1    0.000    0.000    0.006    0.006 find_first_use_of_broken_modules.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fishersnedecor.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _reporting_descriptor.py:4(<module>)
       13    0.000    0.000    0.000    0.000 mark_tokens.py:340(visit_starred)
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        1    0.000    0.000    0.000    0.000 _script.py:563(RecursiveScriptModule)
        1    0.000    0.000    0.020    0.020 _laplacian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dtypes.py:1043(IntervalDtype)
        1    0.000    0.000    0.000    0.000 _infra.py:12(Level)
        1    0.000    0.000    0.000    0.000 half_cauchy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tfqmr.py:1(<module>)
        3    0.000    0.000    0.000    0.000 typing.py:694(__mro_entries__)
        1    0.000    0.000    0.000    0.000 weibull.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._tracer_warn_use_python}
        1    0.000    0.000    0.000    0.000 rolling.py:1380(RollingAndExpandingMixin)
        1    0.000    0.000    0.000    0.000 managers.py:987(BlockManager)
        1    0.000    0.000    0.000    0.000 lazy.py:118(<listcomp>)
        9    0.000    0.000    0.000    0.000 accessor.py:137(_map_and_wrap)
        1    0.000    0.000    0.000    0.000 multivariate_normal.py:80(MultivariateNormal)
        3    0.000    0.000    0.000    0.000 functools.py:964(__set_name__)
        5    0.000    0.000    0.000    0.000 dataclasses.py:1047(is_dataclass)
        1    0.000    0.000    0.000    0.000 _suppression.py:4(<module>)
        5    0.000    0.000    0.000    0.000 std.py:1144(__del__)
        1    0.000    0.000    0.000    0.000 __init__.py:116(<listcomp>)
        1    0.000    0.000    0.000    0.000 distribution.py:1(<module>)
        2    0.000    0.000    0.000    0.000 os.py:682(__setitem__)
        1    0.000    0.000    0.000    0.000 multinomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _rgi.py:49(RegularGridInterpolator)
        7    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        1    0.000    0.000    0.000    0.000 executor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
        5    0.000    0.000    0.000    0.000 base.py:2801(_na_value)
        3    0.000    0.000    0.000    0.000 symbolic_opset9.py:4631(_one_hidden_rnn)
        1    0.000    0.000    0.000    0.000 gui.py:1(<module>)
        1    0.000    0.000    0.000    0.000 profiler.py:38(_KinetoProfile)
       10    0.000    0.000    0.000    0.000 _methods.py:39(_amax)
        4    0.000    0.000    0.000    0.000 constructor.py:215(construct_mapping)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:1(<module>)
        5    0.000    0.000    0.000    0.000 ultratb.py:690(__init__)
        1    0.000    0.000    0.000    0.000 _region.py:16(Region)
        1    0.000    0.000    0.001    0.001 _notification.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _sarif_log.py:4(<module>)
        9    0.000    0.000    0.000    0.000 _multivariate.py:5506(_docfill)
        7    0.000    0.000    0.000    0.000 executing.py:469(__init__)
        5    0.000    0.000    0.000    0.000 concat.py:199(<listcomp>)
        1    0.000    0.000    0.000    0.000 jit_utils.py:21(GraphContext)
        1    0.000    0.000    0.000    0.000 parameter.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method posix.WIFSTOPPED}
        1    0.000    0.000    0.000    0.000 quant_type.py:1(<module>)
       29    0.000    0.000    0.000    0.000 _utils.py:669(__init__)
        1    0.000    0.000    0.000    0.000 dia.py:5(<module>)
       11    0.000    0.000    0.000    0.000 __init__.py:771(__init__)
        1    0.000    0.000    0.000    0.000 _ranges.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lsqr.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
       13    0.000    0.000    0.000    0.000 asttokens.py:177(get_tokens)
        1    0.000    0.000    0.000    0.000 conv.py:180(Conv1d)
        1    0.000    0.000    0.000    0.000 _elffile.py:39(ELFFile)
        1    0.000    0.000    0.000    0.000 lsoda.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bernoulli.py:12(Bernoulli)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
       15    0.000    0.000    0.000    0.000 _pyio.py:852(closed)
       12    0.000    0.000    0.000    0.000 plistlib.py:264(end_string)
        4    0.000    0.000    0.000    0.000 locale.py:577(getlocale)
        1    0.000    0.000    0.000    0.000 _infra.py:150(Diagnostic)
        4    0.000    0.000    0.000    0.000 missing.py:834(_datetimelike_compat)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:373(DataFrame)
        2    0.000    0.000    0.006    0.003 __init__.py:163(_lazy_call)
        1    0.000    0.000    0.000    0.000 _physical_location.py:4(<module>)
        1    0.000    0.000    0.000    0.000 itt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _lobpcg.py:695(LOBPCG)
        6    0.000    0.000    0.000    0.000 typing_extensions.py:303(__hash__)
        1    0.000    0.000    0.000    0.000 options.py:42(TensorPipeRpcBackendOptions)
        1    0.000    0.000    0.000    0.000 profiler_util.py:350(FormattedTimesMixin)
        1    0.000    0.000    0.000    0.000 normal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_qz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 profiler.py:277(profile)
        5    0.000    0.000    0.000    0.000 asttokens.py:200(get_text)
        7    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 helpers.py:15(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _testutils.py:76(_TestPythranFunc)
        1    0.000    0.000    0.000    0.000 _ccallback.py:26(LowLevelCallable)
        1    0.000    0.000    0.000    0.000 parallel_apply.py:1(<module>)
        1    0.000    0.000    0.002    0.002 __init__.py:15(<module>)
        5    0.000    0.000    0.000    0.000 utils.py:56(__eq__)
        1    0.000    0.000    0.000    0.000 edfreader.py:8(<module>)
       14    0.000    0.000    0.000    0.000 extension.py:113(inherit_names)
        2    0.000    0.000    0.000    0.000 textwrap.py:179(<listcomp>)
        1    0.000    0.000    0.000    0.000 numeric.py:368(Int64Index)
        1    0.000    0.000    0.000    0.000 _wavelets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _atfork.py:15(_register)
        4    0.000    0.000    0.000    0.000 numerictypes.py:357(issubdtype)
        1    0.000    0.000    0.000    0.000 dtype.py:20(ArrowDtype)
        1    0.000    0.000    0.000    0.000 _stack_frame.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _reporting_configuration.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _reporting_descriptor_relationship.py:4(<module>)
        1    0.000    0.000    0.000    0.000 conv.py:39(Conv1d)
        1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _trustregion_krylov.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method posix.waitstatus_to_exitcode}
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        1    0.000    0.000    0.000    0.000 _linprog_simplex.py:1(<module>)
        3    0.000    0.000    0.000    0.000 blocks.py:123(maybe_split)
        1    0.000    0.000    0.000    0.000 torch.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _address.py:4(<module>)
        1    0.000    0.000    0.000    0.000 cauchy.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _pyio.py:1040(__init__)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:1(<module>)
        5    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
       12    0.000    0.000    0.000    0.000 __init__.py:193(_checkLevel)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 lbfgs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _comparison.py:271(Pair)
        1    0.000    0.000    0.000    0.000 info.py:367(BaseInfo)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 container.py:507(ParameterList)
        1    0.000    0.000    0.000    0.000 pin_memory.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _procrustes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fake_quantize.py:33(FakeQuantizeBase)
        5    0.000    0.000    0.000    0.000 edfreader.py:335(getFileDuration)
        2    0.000    0.000    0.000    0.000 tempfile.py:152(<listcomp>)
        5    0.000    0.000    0.000    0.000 common.py:516(get_rename_function)
        1    0.000    0.000    0.000    0.000 times.py:1(<module>)
       15    0.000    0.000    0.000    0.000 indexing.py:139(iloc)
        1    0.000    0.000    0.000    0.000 _tool_component_reference.py:4(<module>)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 win.py:2(<module>)
        1    0.000    0.000    0.000    0.000 independent.py:9(Independent)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1223(_find_parent_path_names)
       22    0.000    0.000    0.000    0.000 decorator.py:195(<genexpr>)
        1    0.000    0.000    0.001    0.001 _kdtree.py:3(<module>)
        4    0.000    0.000    0.000    0.000 numeric.py:192(_ensure_dtype)
        1    0.000    0.000    0.000    0.000 uniform.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:791(<listcomp>)
        7    0.000    0.000    0.000    0.000 executing.py:1084(is_ipython_cell_code)
        1    0.000    0.000    0.000    0.000 console.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tensorflow.py:1(<module>)
        1    0.000    0.000    0.007    0.007 _code_flow.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _trace.py:290(TracingCheckError)
        1    0.000    0.000    0.000    0.000 geometric.py:1(<module>)
        7    0.000    0.000    0.000    0.000 session.py:61(<genexpr>)
        1    0.000    0.000    0.000    0.000 transforms.py:269(ComposeTransform)
        2    0.000    0.000    0.000    0.000 _pyio.py:1312(close)
        1    0.000    0.000    0.000    0.000 grouper.py:58(Grouper)
        3    0.000    0.000    0.000    0.000 subprocess.py:250(_cleanup)
        1    0.000    0.000    0.000    0.000 chainmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:70(_export_c_types)
        1    0.000    0.000    0.001    0.001 replicate.py:1(<module>)
        1    0.000    0.000    0.007    0.007 _thread_flow.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _edge.py:4(<module>)
        6    0.000    0.000    0.000    0.000 symbolic_opset10.py:296(_interpolate)
        1    0.000    0.000    0.005    0.005 reader.py:18(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:72(Parser)
        1    0.000    0.000    0.078    0.078 _sketches.py:1(<module>)
        1    0.000    0.000    0.000    0.000 upsampling.py:11(Upsample)
        2    0.000    0.000    0.000    0.000 matfuncs.py:5(<module>)
        1    0.000    0.000    0.000    0.000 std.py:66(TRLock)
        2    0.000    0.000    0.000    0.000 __init__.py:5(<module>)
        2    0.000    0.000    0.000    0.000 argparse.py:2145(_match_argument)
        1    0.000    0.000    0.000    0.000 _edge_traversal.py:4(<module>)
       35    0.000    0.000    0.000    0.000 core.py:727(<genexpr>)
        1    0.000    0.000    0.000    0.000 bench_detailed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 find_file_dependencies.py:1(<module>)
        1    0.000    0.000    0.001    0.001 rnn.py:792(GRU)
        1    0.000    0.000    0.000    0.000 connection.py:114(_ConnectionBase)
        1    0.000    0.000    0.001    0.001 _artifact_change.py:4(<module>)
        1    0.000    0.000    0.007    0.007 _conversion.py:4(<module>)
        1    0.000    0.000    0.004    0.004 _tool.py:4(<module>)
        1    0.000    0.000    0.001    0.001 _graph.py:4(<module>)
        1    0.000    0.000    0.000    0.000 pareto.py:9(Pareto)
        1    0.000    0.000    0.000    0.000 _trustregion_exact.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _hook_iterator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ultratb.py:915(format_exception)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1216(__init__)
        2    0.000    0.000    0.000    0.000 typing.py:786(__repr__)
       10    0.000    0.000    0.000    0.000 util.py:85(get_int_opt)
        3    0.000    0.000    0.000    0.000 numerictypes.py:229(obj2sctype)
        6    0.000    0.000    0.000    0.000 core.py:1146(__init__)
        1    0.000    0.000    0.000    0.000 sql.py:769(SQLTable)
        1    0.000    0.000    0.002    0.002 _location.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _logical_location.py:4(<module>)
        5    0.000    0.000    0.000    0.000 std.py:1262(close)
        1    0.000    0.000    0.000    0.000 qconfig_mapping.py:147(QConfigMapping)
        1    0.000    0.000    0.000    0.000 rnn.py:172(LSTMCell)
        1    0.000    0.000    0.000    0.000 makeconfigs.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _replacement.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _thread_flow_location.py:21(ThreadFlowLocation)
        1    0.000    0.000    0.000    0.000 _async.py:1(<module>)
        1    0.000    0.000    0.000    0.000 negative_binomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linear.py:17(LinearPackedParams)
        1    0.000    0.000    0.000    0.000 rnn.py:323(LSTM)
        1    0.000    0.000    0.001    0.001 _configuration_override.py:4(<module>)
        1    0.000    0.000    0.000    0.000 orthogonal.py:5(<module>)
        1    0.000    0.000    0.017    0.017 check.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sql.py:1370(SQLDatabase)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:255(__init__)
        1    0.000    0.000    0.001    0.001 _attachment.py:4(<module>)
        1    0.000    0.000    0.000    0.000 events.py:46(__init__)
        1    0.000    0.000    0.000    0.000 loader.py:297(__contains__)
        4    0.000    0.000    0.000    0.000 weakref.py:348(__new__)
        1    0.000    0.000    0.000    0.000 core.py:168(__init__)
        7    0.000    0.000    0.000    0.000 core.py:561(_frame_key)
        1    0.000    0.000    0.000    0.000 numeric.py:47(NumericDtype)
        1    0.000    0.000    0.001    0.001 _artifact_content.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _rbf.py:1(<module>)
        5    0.000    0.000    0.000    0.000 concat.py:246(_maybe_reindex_columns_na_proxy)
        1    0.000    0.000    0.000    0.000 protocol.py:1(<module>)
       13    0.000    0.000    0.000    0.000 scanner.py:424(fetch_flow_sequence_start)
        1    0.000    0.000    0.000    0.000 _rotation_spline.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mstats_basic.py:5(<module>)
        1    0.000    0.000    0.000    0.000 pyarrow.py:1(<module>)
        1    0.000    0.000    0.000    0.000 studentT.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _ccallback.py:1(<module>)
       12    0.000    0.000    0.000    0.000 executing.py:1031(<lambda>)
       15    0.000    0.000    0.000    0.000 indexing.py:2612(is_nested_tuple)
        6    0.000    0.000    0.000    0.000 symbolic_opset9.py:1679(_adaptive_pool)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:262(__subclasshook__)
        4    0.000    0.000    0.000    0.000 getlimits.py:696(min)
       22    0.000    0.000    0.000    0.000 expr.py:297(_op_maker)
        1    0.000    0.000    0.001    0.001 _reporting_descriptor_reference.py:4(<module>)
        1    0.000    0.000    0.000    0.000 pareto.py:1(<module>)
        5    0.000    0.000    0.000    0.000 datapipe.py:261(register_datapipe_as_function)
        1    0.000    0.000    0.000    0.000 logger.py:177(__init__)
        1    0.000    0.000    0.001    0.001 _upfirdn.py:34(<module>)
        1    0.000    0.000    0.000    0.000 synchronize.py:46(SemLock)
       22    0.000    0.000    0.000    0.000 typing.py:1879(<listcomp>)
        1    0.000    0.000    0.000    0.000 _address.py:12(Address)
       13    0.000    0.000    0.000    0.000 scanner.py:447(fetch_flow_sequence_end)
        5    0.000    0.000    0.000    0.000 _weakrefset.py:21(__enter__)
       48    0.000    0.000    0.000    0.000 _pyio.py:477(closed)
        1    0.000    0.000    0.000    0.000 embedding_ops.py:70(Embedding)
        2    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
       31    0.000    0.000    0.000    0.000 _ops.py:346(overloadpacket)
        1    0.000    0.000    0.001    0.001 _region.py:4(<module>)
        1    0.000    0.000    0.000    0.000 mixture_same_family.py:9(MixtureSameFamily)
        1    0.000    0.000    0.000    0.000 map.py:1(<module>)
        2    0.000    0.000    0.000    0.000 posixpath.py:140(basename)
        1    0.000    0.000    0.001    0.001 _stack.py:4(<module>)
        1    0.000    0.000    0.000    0.000 beta.py:11(Beta)
        1    0.000    0.000    0.001    0.001 _threadsafety.py:1(<module>)
        1    0.000    0.000    0.000    0.000 streamreader.py:1(<module>)
       36    0.000    0.000    0.000    0.000 __init__.py:468(_parse_letter_version)
       15    0.000    0.000    0.000    0.000 _pytree.py:56(_list_unflatten)
        1    0.000    0.000    0.000    0.000 _decomp_qr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:635(levy_stable_gen)
        1    0.000    0.000    0.000    0.000 _rectangle.py:4(<module>)
        1    0.000    0.000    0.000    0.000 observer.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _constraints.py:292(PreparedConstraint)
        1    0.000    0.000    0.000    0.000 _interpolate.py:1478(BPoly)
       20    0.000    0.000    0.000    0.000 arraysetops.py:133(_unique_dispatcher)
        1    0.000    0.000    0.002    0.002 _invocation.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _external_property_file_reference.py:4(<module>)
        1    0.000    0.000    0.000    0.000 base.py:36(DataManager)
        1    0.000    0.000    0.000    0.000 reductions.py:151(<dictcomp>)
       25    0.000    0.000    0.000    0.000 typing.py:1197(<genexpr>)
        1    0.000    0.000    0.000    0.000 inspect.py:545(_finddoc)
        1    0.000    0.000    0.000    0.000 roperator.py:1(<module>)
        6    0.000    0.000    0.001    0.000 _threadsafety.py:41(decorate)
        1    0.000    0.000    0.000    0.000 lsmr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _crosstab.py:1(<module>)
        1    0.000    0.000    0.000    0.000 array_manager.py:1193(SingleArrayManager)
        1    0.000    0.000    0.000    0.000 _deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _special_locations.py:4(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:40(Transform)
       18    0.000    0.000    0.000    0.000 events.py:5(__init__)
       16    0.000    0.000    0.000    0.000 _pep440.py:301(<genexpr>)
        1    0.000    0.000    0.000    0.000 utils.py:1942(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 flatten.py:54(Unflatten)
        1    0.000    0.000    0.000    0.000 _translation_metadata.py:4(<module>)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedWriter' objects}
        1    0.000    0.000    0.000    0.000 trace_dependencies.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _special_matrices.py:1(<module>)
       12    0.000    0.000    0.000    0.000 typing.py:294(<genexpr>)
        4    0.000    0.000    0.000    0.000 typing.py:1501(<dictcomp>)
        1    0.000    0.000    0.000    0.000 argparse.py:1086(__init__)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:41(<setcomp>)
        1    0.000    0.000    0.000    0.000 _digraph.py:5(DiGraph)
        1    0.000    0.000    0.000    0.000 _message.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _result_provenance.py:4(<module>)
        1    0.000    0.000    0.001    0.001 _external_property_file_references.py:4(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        1    0.000    0.000    0.000    0.000 rolling.py:717(BaseWindowGroupby)
        1    0.000    0.000    0.000    0.000 numerictypes.py:511(<lambda>)
        2    0.000    0.000    0.000    0.000 textwrap.py:381(fill)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:18(numeric_type_aliases)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
       10    0.000    0.000    0.000    0.000 frame.py:1498(__len__)
        1    0.000    0.000    0.000    0.000 _decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _json.py:760(JsonReader)
        1    0.000    0.000    0.000    0.000 _web_request.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _version_control_details.py:4(<module>)
        1    0.000    0.000    0.002    0.002 qmc.py:2(<module>)
        1    0.000    0.000    0.000    0.000 grad.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _shgo.py:453(SHGO)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:146(Backend)
        1    0.000    0.000    0.001    0.001 scatter_gather.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exponential.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _comparison.py:17(ErrorMeta)
        1    0.000    0.000    0.000    0.000 transformer.py:343(TransformerEncoderLayer)
        1    0.000    0.000    0.000    0.000 _run_automation_details.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:433(rv_frozen)
        4    0.000    0.000    0.000    0.000 base.py:1963(rename)
       10    0.000    0.000    0.000    0.000 edfreader.py:76(__del__)
        1    0.000    0.000    0.000    0.000 _dia.py:16(dia_matrix)
        6    0.000    0.000    0.000    0.000 argparse.py:2475(_get_value)
        2    0.000    0.000    0.000    0.000 generic.py:12183(_doc_params)
        1    0.000    0.000    0.000    0.000 cupy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
        1    0.000    0.000    0.000    0.000 scope.py:88(Scope)
        1    0.000    0.000    0.000    0.000 _web_response.py:4(<module>)
